"";"AAPL";"AXP";"BA";"CAT";"CSCO";"CVX";"DD";"DIS";"GE";"GS";"HD";"IBM";"INTC";"JNJ";"JPM";"KO";"MCD";"MMM";"MRK";"MSFT";"NKE";"PFE";"PG";"TRV";"UNH";"UTX";"V";"VZ";"WMT";"XOM";"GSPC"
"2013-12-03";78,5956;83,17503;127,37972;80,36436;20,3084;117,15054;58,4944;68,18098;25,21659;165,35046;76,65135;169,42642;22,50104;90,79932;54,6567;38,85342;92,36411;122,83833;47,46719;37,02544;77,70849;29,64965;80,04596;86,08167;72,02139;106,80035;49,96898;46,39896;77,80565;91,10169;17,711
"2013-12-04";78,41241;83,06689;126,89722;80,46018;20,29885;116,43342;58,26235;68,24926;25,29255;165,99001;76,34946;169,09927;22,68258;90,47079;54,97391;38,87268;91,72203;122,70249;47,03792;37,63431;77,40406;29,69714;79,58762;85,67558;72,21749;106,07011;50,21418;46,1838;77,30454;91,37193;17,6553
"2013-12-05";78,81488;83,10622;128,08417;80,88179;19,97407;115,79278;58,11732;68,50287;25,11216;162,90045;76,4858;169,42642;23,17941;89,83307;53,65699;38,35271;91,4537;123,0615;46,56096;36,72583;77,53172;29,67814;78,95742;85,00843;71,33499;106,17721;49,95907;45,75349;76,55289;90,85075;17,5996
"2013-12-06";77,72127;84,47264;130,44841;81,92622;20,32751;116,93063;59,30655;69,70262;25,57738;164,52396;77,75179;170,95633;23,71447;91,25347;53,8877;38,95934;92,76662;124,7886;47,11423;37,07376;78,42538;29,95356;80,70481;86,55457;72,0704;108,19268;49,9987;46,28671;77,03472;92,31779;17,4416
"2013-12-09";78,61086;84,29569;129,96591;82,49156;20,27019;117,93461;59,35489;69,36123;25,81473;164,97656;77,51807;170,75427;23,81957;91,25347;54,32026;38,90157;91,73161;124,7498;47,27641;37,41202;78,34682;29,99154;80,95308;86,01001;72,28613;108,25109;49,92935;46,3709;77,04435;92,50117;17,2931
"2013-12-10";78,48874;83,8435;129,02022;82,80777;20,26064;118,24059;59,40323;69,80991;25,76726;167,00346;76,55397;170,42711;23,71447;90,96358;54,5029;38,37197;91,4537;123,76011;47,15239;36,83214;77,79688;29,76362;79,87408;86,00029;72,60971;108,05637;49,39436;45,88445;76,20598;92,3757;17,2396
"2013-12-11";77,90724;82,47707;127,92012;81,71542;19,94541;116,74895;58,29136;68,78574;25,23558;164,90768;76,93377;168,57967;23,33229;89,96835;53,89731;38,64158;91,29078;123,00327;46,69451;36,34891;75,45963;29,10832;80,22738;84,69726;70,73686;105,79749;50,9374;45,3606;76,21561;90,97622;17,2931
"2013-12-12";77,79343;81,88725;128,30612;81,9933;19,59197;115,6876;57,96263;68,75611;25,19761;165,62596;76,47606;166,81882;23,38006;88,08414;54,12801;37,7557;90,17912;122,81892;46,51162;35,97198;75,09514;28,72844;78,58503;84,24022;69,62884;105,24249;50,38755;45,02383;75,64706;92,0379;17,256
"2013-12-13";76,94547;82,2608;129,14568;82,45324;19,33406;114,64537;58,24302;68,74624;25,48243;165,685;76,94351;166,27037;23,20808;88,26772;53,99343;37,77496;90,50495;122,67338;46,56938;35,45975;75,26261;28,72844;78,65187;84,10408;69,10915;104,52199;51,35845;44,75254;75,24232;91,98964;17,2095
"2013-12-16";77,37154;83,08655;130,00452;83,72764;19,75436;114,95135;58,82312;69,62507;25,61535;168,20387;77,03115;171,12955;23,36095;88,28706;54,23375;37,81348;91,47286;123,86684;46,29023;35,65305;75,30202;28,72844;78,00256;84,64864;69,67786;105,67091;51,45504;45,14544;74,91467;93,8331;16,8659
"2013-12-17";77,02319;82,68351;131,12392;83,28687;19,98362;113,53621;59,15185;69,77319;25,66282;167,75127;76,56371;169,1185;23,5616;87,60101;53,56087;37,64978;90,44744;127,486;46,10734;35,29546;75,61725;28,62398;77,25777;84,18188;69,35429;104,78488;52,81727;44,49062;74,44248;93,37947;16,8659
"2013-12-18";76,43752;84,53162;130,74757;84,48462;20,06004;116,27087;60,12837;71,29385;26,0236;172,03137;77,95631;171,94742;24,02977;89,5142;55,02197;38,53566;91,93286;131,76497;47,06992;35,35345;77,3806;29,22229;78,66141;85,70856;70,97219;106,91718;53,33739;45,34189;75,10741;96,07228;17,0702
"2013-12-19";75,56181;84,9445;130,43877;83,88096;20,12691;117,81987;60,63113;72,05419;26,14803;171,96251;77,85892;173,40999;24,02022;88,87647;55,01236;38,3816;91,17578;132,35684;46,96403;35,03451;77,09492;29,1653;78,20308;86,34064;70,98199;106,61535;53,5182;45,30447;74,43285;95,96611;16,9495
"2013-12-20";76,19465;86,08482;131,88626;85,21286;20,18422;117,39915;60,47644;71,49135;26,18631;172,34625;77,94657;173,21754;23,94378;88,98276;55,46415;38,55492;92,4887;132,65764;47,4742;35,56607;76,18861;28,72844;78,14578;86,71988;71,92332;107,7448;53,49095;44,97706;74,61594;95,24224;17,1631
"2013-12-23";79,11881;86,81227;131,6257;86,19981;20,60452;117,41828;60,66014;72,3603;26,22459;173,63519;78,45296;175,34402;24,1922;88,92478;55,98322;38,67047;92,28745;132,73526;47,5127;35,3921;75,96204;28,82341;77,63971;86,70043;72,90387;107,90057;54,00117;45,44479;75,03996;95,07816;17,2652
"2013-12-24";78,78295;87,18584;132,04066;87,1101;20,71915;118,09717;61,714;72,92315;26,42558;173,33018;78,53088;176,29662;24,2973;88,95377;55,99283;38,69936;92,51745;132,91962;47,56083;35,83668;76,50385;28,76643;77,63971;87,02132;72,68815;108,53345;54,17454;45,81897;75,17487;95,76343;17,4324
"2013-12-26";78,25974;87,49057;133,43027;87,34007;20,82423;119,34019;62,12008;73,68349;26,63615;173,61552;79,41708;178,34613;24,55527;89,41758;55,94477;38,98823;92,80494;134,18098;47,85923;36,18461;77,02596;29,01335;78,0694;87,52699;73,39415;109,72131;54,53863;46,00607;75,54105;97,3849;17,6089
"2013-12-27";77,73099;87,67735;132,1082;87,07177;21,03438;119,74179;62,12008;73,41687;26,63615;173,51714;79,50472;178,08633;24,45973;89,23399;55,8871;39,15192;92,87203;135,20949;47,92661;36,03964;76,99641;29,09883;78,30812;87,37139;73,23727;109,82842;54,40736;45,99671;75,61814;97,97365;17,5439
"2013-12-30";76,95795;88,07056;131,16251;87,07177;21,25409;118,78561;62,50682;75,27328;26,69357;172,90709;79,79688;179,36607;24,69859;89,18568;55,70446;39,56598;92,96786;135,2774;48,07099;36,03964;77,56777;29,14631;78,29857;87,78953;73,32551;109,76026;54,71448;45,978;75,77232;96,81545;17,4974
"2013-12-31";77,86005;89,19124;131,71257;87,01427;21,42603;119,43581;62,81621;75,44115;26,82757;174,41251;80,18641;180,48225;24,80369;88,49963;56,21392;39,77782;92,98703;136,08275;48,17688;36,15561;77,46926;29,08933;77,7352;88,04236;73,8354;110,80208;55,15287;45,96865;75,83015;97,67445;17,5903
